,class_name,class_description,domain_name,domain_label,domain_description,field_core,field_definition,field_implementationNotes,field_label,field_mappingInstructions,field_name,field_ordinal,field_prompt,field_questionText,field_simpleDatatype,field_codelistSubmissionValues
151,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,The reason that the meal/food product was used.,"This is the condition, disease, symptom, or disorder for which the meal or food product is taken, consumed, or administered This additional information is collected on the CRF when sponsors want to capture the reason(s) why a subject took a meal/product.",ML Reason,"This information could be submitted in a SUPPML dataset as the value of SUPPML.QVAL where SUPPML.QNAM = ""MLREAS"" and SUPPML.QLABEL =""Reason for the Intervention"". Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.",MLREAS,12,Reason,What was the reason for the [meal/food product] [[taken/consumed/administered]?,Char,
152,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,Identifier for the clinical event event that is the indication for this meal or food product.,The intent is to establish a link between the meal/food product and a clinical event that was reported. MLCENO can be used to identify a relationship between records in ML dataset and records in the CE dataset. See the SDTMIG for information on RELREC.,Related Clinical Event ID,"This does not map directly to an SDTMIG variable. For the SDTM submission datasets, may be used to create RELREC to link this record with a record in the CE domain.",MLCENO,13,Clinical Event Identifier,What was the identifier for the clinical event s) for which the (meal/food product] was [taken/consumed/administered],Char,
153,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"The quantity/amount of the meal or food product (e.g., --TRT) taken/consumed/administered represented as a numeric value.","Used when the quantity taken/administered/consumed has only numeric entries. If non-numeric entries are possible, use the CDASH field MLDSTXT.",Dose,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,MLDOSE,14,[Quantity/Amount] (given at one time),What was the quantity/amount (of the) ([meal/food product]) [taken/consumed/administered]?,Num,
154,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"The quantity/amount of the meal or food product (e.g., --TRT) taken/consumed/administered represented as a numeric or text value.","Defining this data collection field as a text field allows for flexibility in capturing entries as numbers, text, or ranges. The data collected in this text-format field should be separated or mapped to either SDTMIG MLDOSE (if numeric) or MLDOSTXT (if text).",Dose Description,"This does not map directly to an SDTMIG variable. Numeric values map to MLDOSE in SDTM. Non-numeric values (e.g., 200-400) map to MLDOSTXT in SDTM.",MLDSTXT,15,Dose,What was quantity/amount (of the) ([meal/food product]) [taken/consumed/administered]?,Char,
155,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",R/C,The unit associated with the quantity/amount of the the meal /food product taken/consumed/administered.,"When sponsors collect data for amount /quantity of meal/food product taken (i.e., Dose, Total Daily Dose), the unit must be collected as well (if applicable).",Dose Units,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,MLDOSU,16,(Quantity/Amount) Unit,What is the unit for the quantity/amount of the [meal/food product]?,Char,"['UNIT', 'CMDOSU']"
156,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",R/C,"The start date when the meal or food product was first taken/consumed/administered, represented in an unambiguous date format (e.g., DD-MON-YYYY).","The assumption is that sponsors should either have a start date or will indicate that the meal or food product was started before, during, or after the study period. The preferred method is to collect a complete start date. Partial dates (e.g., providing year only) for meal/food product started a considerable amount of time prior to the start of study are acceptable.",Meal Start Date,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTMIG variable MLSTDTC in ISO 8601 format.",MLSTDAT,17,(Start) Date,What was the (start) date the [meal/food product] was first [taken/consumed/administered]?,Char,
157,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",R/C,"The time the meal or food product was started, represented in an unambiguous time format (e.g., hh:mm:ss).","Recommend collecting the time a meal/food product was started only when a protocol or data collection scenarios supports it. Typically, a start time is not collected unless the subject is under the direct care of the site at the time a meal/food product or the subject records the start time in a diary. See Section 3.7, Mapping Relative Times from Collection to Submissions, and the SDTMIG for more information.",Meal Start Time,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTMIG variable MLSTDTC in ISO 8601 format.",MLSTTIM,18,Start Time,What was the [meal/food product] start time?,Char,
158,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",R/C,"The date that the subject ended/stopped taking/consuming/administering the meal or food product product represented in an unambiguous date format (e.g., DD-MON-YYYY).","The assumption is that sponsors should either have an end date or will indicate that the meal or food product was ongoing at the time of collection or at the end of the study. However, in cases where the end date can be determined from dates collected elsewhere in the CRF it is not necessary to include an end date in the CRF.",Meal End Date,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable MLENDTC in ISO 8601 format.",MLENDAT,19,End Date,What was the [meal/food product] end date?,Char,
159,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",R/C,"The time when the subject ended/stopped taking the meal or food product represented in an unambiguous time format (e.g., hh:mm:ss).","Recommend collecting the time a meal/food product was ended only when a protocol or data collection scenarios require it or the subject records the start time in a diary. Typically, a end time is not collected unless the subject is under the direct care of the site at the time a meal/food product or the subject records the end time in a diary. See Section 3.7, Mapping Relative Times from Collection to Submissions, and the SDTMIG for more information.",Meal End Time,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable MLENDTC in ISO 8601 format.",MLENTIM,20,End Time,What was the [meal/food product] end time?,Char,
160,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"The dictionary or sponsor-defined standardized text description of the topic variable (MLTRT) or the modified topic variable (MLMODIFY), if applicable.",This field does not typically appear on the CRF. Sponsors will populate this through the coding process. Equivalent to a standardized name in a published or sponsor-defined dictionaries.,Standardized Meal Name,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,MLDECOD,21,,,Char,
161,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",ML,Meal Data,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"If the value for MLTRT is modified for coding purposes, then the modified text is placed here.",This is not a data collection field that will appear on the CRF itself. Sponsors will populate this through the coding process.,Modified Reported Term,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,MLMODIFY,22,,,Char,
162,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",HR,A unique identifier for a study.,"Although this field is not typically captured on a CRF, it should be displayed clearly on the CRF and/or the EDC system. This field can be included into the database or created during SDTM-based dataset creation before submission.",Study Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,STUDYID,1,[Protocol/Study],What is the study identifier?,Char,
163,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",HR,A unique identifier for a site within a study.,"Paper: This is typically preprinted in the header of each CRF page for single-site studies. For studies with multiple sites, this field may be left blank so that the number can be recorded by the site, or it may be preprinted on the CRFs that are shipped to each site. \n EDC: This should be prepopulated.",Study Site Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,SITEID,2,Site (Identifier),What is the site identifier?,Char,
164,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",HR,A unique subject identifier within a site and a study.,"Paper: This is typically recorded in the header of each CRF page. EDC: The subject identifiers may be system generated. This CDASH variable is typically collected in all CDASH domains. However, this CDASH variable is populated only in the SDTMIG DM domain. For more information, refer to the SDTMIG.",Subject Identifier for the Study,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,SUBJID,3,[Subject/Participant] (Identifier),What [is/was] the (study) [subject/participant] identifier?,Char,
165,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,An indication of whether the subject had any procedures performed.,The intent/purpose of collecting this field is to help with data cleaning and monitoring. It provides verification that all other fields on the CRF were deliberately left blank.,Any Procedures Performed,Does not map to an SDTMIG variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.,PRYN,4,Any Procedures,"Were any surgical, therapeutic, or diagnostic procedures performed?",Char,['NY']
166,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,A grouping of topic-variable values based on user-defined characteristics.,"Sponsor-defined controlled terminology. This would most commonly be either a heading or a preprinted category value on the CRF, and not a question to which the site would provide an answer. If a question is asked, the response would typically be a sponsor-defined codelist. If the form is laid out as a grid, then words such as ""Category"" can be included as the column header.",Procedure Category,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRCAT,5,[Procedure Category]; NULL,What was the category of the procedure?,Char,
167,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,A sub-division of the PRCAT values based on user-defined characteristics.,Sponsor-defined controlled terminology. This would most commonly be preprinted on the CRF or screen and prepopulated in the data management system. This is not typically a question to which the site would provide an answer. PRSCAT can only be used if there is a PRCAT and it must be a subcategorization of PRCAT.,Procedure Subcategory,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRSCAT,6,[Procedure Subcategory]; NULL,What was the subcategory of the procedure?,Char,
168,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"A sponsor-defined identifier. In CDASH, This is typically used for preprinted or auto-generated numbers on the CRF, or any other type of identifier that does not already have a defined CDASH identifier field.","Because SPID is a sponsor-defined identifier, conformance to Question Text or Item Prompt is not applicable. Typically used as an identifier in a data query to communicate clearly to the site the specific record in question or to reconcile procedure records with medical history and/or with AEs. May be used to record preprinted number (e.g., line number, record number) on the CRF. This field may be populated by the sponsor's data collection system.",Procedure Sponsor-Defined Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column. May be used to create RELREC to link this record with a record in another domain.,PRSPID,7,[Sponsor defined],[Sponsor-defined question],Char,
169,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",HR,"The verbatim surgical, therapeutic, or diagnostic procedure's name.","In most cases, the verbatim procedure names or therapy will be coded to a standard dictionary (e.g., MedDRA, SNOMED) after the data have been collected on the CRF.",Reported Name of Procedure,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRTRT,8,[Procedure Name]; (Specify) Other,What was the procedure name?,Char,
170,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"The dictionary or sponsor-defined standardized text description of PRTRT, or the modified topic variable (PRMODIFY), if applicable.","This is typically not a data collection field that will appear on the CRF. If the sponsor chooses to code the procedure, the sponsor will populate this through the coding process. If PRPRESP is used, and the information about a specific standardized procedure name is being solicited, the data from PRTRT may map directly to the SDTMIG PRDECOD variable.",Standardized Procedure Name,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRDECOD,9,[Standardized Procedure Name],,Char,['PROCEDUR']
171,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,"If the value for PRTRT is modified for coding purposes, then the modified text is placed here.","This is not a data collection field that will appear on the CRF. If the sponsor chooses to code the procedure, the sponsor will populate this through the coding process.",Modified Procedure Name,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRMODIFY,10,,,Char,
172,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,An indication that a specific intervention or a group of interventions is prespecified on a CRF.,"For prespecified interventions, a hidden field on a CRF defaulted to ""Y"", or added during the SDTM dataset creation. If a study collects both prespecified and free-text interventions, the value of PRPRESP should be ""Y"" for all prespecified interventions and null for interventions reported as free text.",Procedure Prespecified,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRPRESP,11,,,Char,['NY']
173,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,An indication of whether a prespecified procedure (PRTRT) happened when information about the occurrence of a specific intervention is solicited.,PROCCUR is used to report the occurrence of a prespecified procedure or a group of procedures. PROCCUR is not used for spontaneously free text-reported procedures. The site should be able to indicate that the response was not asked or answered.,Procedure Occurrence,"Maps directly to the SDTMIG variable listed in the SDTMIG Target column. If the response was not asked or answered, populate the SDTMIG variable PRSTAT with ""NOT DONE"".",PROCCUR,12,[PRDECOD/PRTRT] Performed,Was [PRDECOD/PRTRT] performed?; Has the subject had [PRDECOD/PRTRT]?,Char,['NY']
174,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,An explanation for why a scheduled procedure did or did not occur.,"The reason the scheduled procedure was or was not performed may be chosen from a sponsor-defined codelist (e.g., SUBJECT REFUSED) or entered as free text. When --REASOC is used, --OCCUR must also be populated in the SDTM dataset with a value of ""Y"" or ""N"".",Procedure Reason for Occur Value,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRREASOC,13,Reason for Occur Value,What was the reason that the procedure did or not occur?,Char,
175,Interventions,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",PR,Procedures,"This SDTM class captures investigational, therapeutic and other treatments that are administered to the subject (with some actual or expected physiological effect) either as specified by the study protocol (e.g., exposure to study drug), coincident with the study assessment period (e.g., concomitant medications), or self-administered by the subject (such as use of alcohol, tobacco, or caffeine). (Source: CDISC Controlled Terminology, GNRLOBSC, C103374, 2023-06-30)",O,An explanation for why the data are not available.,"The reason the data are not available may be chosen from a sponsor-defined list (e.g., broken equipment, subject refused) or entered as free text. When PRREASND is used, the SDTMIG variable PRSTAT should also be populated in the SDTM-based dataset. The value ""NOT DONE"" here indicates that the subject was not questioned/data was not collected. It does not mean that the subject did not have the procedure.",Procedure Reason Not Done,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,PRREASND,14,Reason not done,What was the reason not done?,Char,
