"sub_section_nm","sub_sec_desc","sec_field_title","section_description","section_enum","sec_field_order","section_cycle","is_not_applicable","sec_field_id"
EOT,EOT,PK / ADA Assessments,Blood for ADA,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""ADA Sampling collected at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",222,,true,"03f59724-6928-47e6-9998-b2ffcd773666"
EOT,EOT,Biomarker Assessments,Archival Tumor,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Archival Tumor Tests done at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",223,,true,a488e671-71ec-48d7-8e7d-e52e68d4947d
EOT,EOT,Biomarker Assessments,Newly Obtained Tumor Biopsy,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Collect at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""high"", ""assessment"": ""Biopsies"", ""complexity"": ""high"", ""burden_score"": 8, ""burden_category"": ""high""}]}",224,,true,"16c4959e-e5dc-4f85-a4dd-de1b4ab3d0dc"
EOT,EOT,Biomarker Assessments,Blood sample for ctDNA/cfDNA,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Collect samples for ctDNA/cfDNA at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}, {""value"": ""Optional""}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",225,,true,"57415c85-74e7-4ccd-9cda-0de311a2629f"
EOT,EOT,Biomarker Assessments,Blood sample for WES/WGS control,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Collect samples for WES/WGS at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}, {""value"": ""Optional""}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",226,,true,"72ce957f-187d-473d-8848-1a8c89ef3f9f"
EOT,EOT,Biomarker Assessments,Pharmacogenetics (Inherited Genetic Analysis) Sample,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Pharmacogenetics (Inherited Genetc Analysis)sample at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",227,,true,b3b3bf24-25ca-4ef1-a7aa-08f29f5ca260
EOT,EOT,Biomarker Assessments,Blood for biomarker analysis,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Collect at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",228,,true,e0810540-3b30-4d5a-aee2-bdcac2b7a2cb
EOT,EOT,Biomarker Assessments,Other biomarker analysis,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Any other biomarker samples besides tumor or blood samples at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",229,,true,c0be1e5f-6d72-4135-9114-0ab2c8ae2181
EOT,EOT,Efficacy Assessments,Radiographic Tumor Assessment,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Timing for EOT?"", ""q_values"": [{""value"": ""28 days""}, {""value"": ""No""}, {""value"": ""Other"", ""additional_input"": [{""q_type"": ""number"", ""q_order"": 1, ""q_title"": ""Specify"", ""required"": true, ""prefix_values"": [], ""suffix_values"": [""Days""]}]}], ""required"": true, ""q_selected"": ""28 days""}]}",230,,false,d1e70d8e-ac6b-41e5-a414-dff20838f868
EOT,EOT,Efficacy Assessments,CT/MRI of Brain,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Timing for EOT: "", ""q_values"": [{""value"": ""28 days""}, {""value"": ""No""}, {""value"": ""Other"", ""additional_input"": [{""q_type"": ""number"", ""q_order"": 1, ""q_title"": ""Specify"", ""required"": true, ""q_ans_value"": 1, ""prefix_values"": [], ""suffix_values"": [""Days""]}]}], ""required"": true, ""q_selected"": ""Other""}], ""assessment_complexity_map"": [{""cost"": ""high"", ""assessment"": ""MRI Scans"", ""complexity"": ""high"", ""burden_score"": 6, ""burden_category"": ""medium""}]}",231,,false,ffdedd87-22e2-4b3a-bba5-a2c53f0c6f22
EOT,EOT,Efficacy Assessments,Survival FU,"{""questions"": []}",232,,true,dbc58e60-a1b0-487d-af5e-cd66dc6a7f16
EOT,EOT,HEOR Assessments,EQ-5D-5L EORTC QLQ-C30,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Collection for EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true, ""q_selected"": ""Yes""}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Questionnaires/Surveys"", ""complexity"": ""low"", ""burden_score"": 1, ""burden_category"": ""low""}]}",233,,false,a9f557e0-6a2b-4948-b57e-f31e2c610c07
EOT,EOT,HEOR Assessments,Healthcare Resource Utilization,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Will Healthcare Resource Utilization be performed?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",234,,true,"2299d2bd-352b-4a10-8f0c-988b918392ca"
EOT,EOT,Trial Interventions,Trial Intervention,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Administered at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",235,,true,adfc10ed-7baf-4621-8e25-44b887cf17fe
EOT,EOT,Trial Interventions,Comparator/Combination Partner,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Administered at EOT?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true, ""q_selected"": ""No""}]}",236,,false,a7164dc2-587a-4d3b-a420-e69200f462ec
Follow-Up,Follow-Up,General,General Fields for Followup,"{""questions"": [{""q_type"": ""number"", ""q_order"": 1, ""q_title"": ""Days for first safety follow-up, including window: "", ""required"": true, ""is_metadata"": true, ""q_ans_value"": 7, ""prefix_values"": [], ""suffix_values"": [""Days""]}, {""q_type"": ""radio"", ""q_order"": 2, ""q_title"": ""Is there a second safety follow-up visit?"", ""q_values"": [{""value"": ""Yes"", ""q_selected"": false, ""additional_input"": [{""q_type"": ""number"", ""q_order"": 1, ""q_title"": ""Specify Duration: "", ""required"": true, ""prefix_values"": [], ""suffix_values"": [""Days""]}, {""q_type"": ""number"", ""q_order"": 2, ""q_title"": ""Specify Window: "", ""required"": true, ""prefix_values"": [], ""suffix_values"": [""Days""]}]}, {""value"": ""No"", ""q_selected"": false}], ""required"": true, ""q_selected"": ""No""}, {""q_type"": ""radio"", ""q_order"": 3, ""q_title"": ""Timing for Long term safety FU (LTSFU)?"", ""q_values"": [{""value"": ""Q3M""}, {""value"": ""Other"", ""additional_input"": [{""q_type"": ""number"", ""q_order"": 1, ""q_title"": ""Specify Duration: "", ""required"": true, ""prefix_values"": [], ""suffix_values"": [""Days""]}, {""q_type"": ""number"", ""q_order"": 2, ""q_title"": ""Specify Window: "", ""required"": true, ""prefix_values"": [], ""suffix_values"": [""Days""]}]}], ""required"": true, ""q_selected"": ""Q3M""}]}",237,,false,"2606275e-5fd3-49ff-b8ee-61554bf0d0a9"
Follow-Up,Follow-Up,Eligibility Assessments,Main ICF,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Required during Follow Up?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",238,,true,"5ae7a1e8-4b1a-4264-b2a7-8c0b90d725d4"
Follow-Up,Follow-Up,Eligibility Assessments,Eligibility Assessment,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Required during Follow Up?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",239,,true,dc0d7864-6d60-4888-a175-fb705b653ebb
Follow-Up,Follow-Up,Eligibility Assessments,Demographics,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Required during Follow Up?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",240,,true,"20702be3-9de5-4a41-a300-ac6155ad6658"
Follow-Up,Follow-Up,Eligibility Assessments,Medical History,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Required during Follow Up?"", ""q_values"": [{""value"": ""Yes""}, {""value"": ""No""}], ""required"": true}]}",241,,true,d9d77a6b-e7f3-4f11-a954-4b71e1db0250
Follow-Up,Follow-Up,Safety Assessments,Height,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Height taken at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",242,,true,cd786f3f-368c-4b80-a023-9a82d32a7a32
Follow-Up,Follow-Up,Safety Assessments,Weight,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is weight measured for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",243,,true,e90e5866-08ba-4530-8dd2-5056558fcce5
Follow-Up,Follow-Up,Safety Assessments,Physical Exam,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is Physical Exam done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",244,,true,e70809ac-9600-4134-8d67-b362e03e96a4
Follow-Up,Follow-Up,Safety Assessments,Vital Signs,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is Vital Sign done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",245,,true,"0a28a302-45ba-4ac9-9864-b606d7e9392c"
Follow-Up,Follow-Up,Safety Assessments,"12-lead ECG","{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is ECG done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""12-lead ECG"", ""complexity"": ""low"", ""burden_score"": 2, ""burden_category"": ""low""}]}",246,,true,fa58910a-d04d-4299-b4da-18d56b1832c5
Follow-Up,Follow-Up,Safety Assessments,ECHO/MUGA,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is ECHO/MUGA done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",247,,true,"0bc3e273-57e6-462a-8037-f247bdf139c7"
Follow-Up,Follow-Up,Safety Assessments,ECOG PS,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is ECOG PS done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",248,,true,"8585bc14-41e1-4dd9-b12a-61c532685c3b"
Follow-Up,Follow-Up,Safety Assessments,Ophthalmologic Assessments,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is Ophthalmologic Assessments done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false, ""additional_input"": [{""q_type"": ""textarea"", ""q_title"": ""Add your comments here"", ""required"": true, ""q_ans_value"": """"}]}], ""required"": true}]}",249,,true,"0625a115-f2ab-4ae2-804a-bc530206b185"
Follow-Up,Follow-Up,Adverse Events,AEs/SAEs,"{""questions"": [{""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Any deviation from defult AE's/SAE's?"", ""q_values"": [{""value"": ""Yes"", ""q_selected"": false, ""additional_input"": [{""q_type"": ""textarea"", ""q_title"": ""Specify"", ""required"": true, ""q_ans_value"": ""Standard""}]}, {""value"": ""No"", ""q_selected"": false}], ""required"": true, ""q_selected"": ""Yes""}]}",250,,false,de3fa97b-b2b4-4114-b992-36666b75d052
Follow-Up,Follow-Up,"Medications, Nondrug Therapies, and Radiotherapy",Prior/Concomitant therapies,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""When is Prior/Concomitant therapies done for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": true}, {""value"": ""LTSFU"", ""q_selected"": true}], ""required"": true}, {""q_type"": ""label"", ""q_order"": 2, ""q_title"": ""What is the timing for end collection"", ""q_values"": [{""q_type"": ""textarea"", ""q_title"": ""Specify "", ""required"": true, ""q_ans_value"": ""28 days after the last dose of study treatment""}], ""required"": true}]}",251,,false,"3b01be42-5f50-492c-8878-13a8f7a2ab8a"
Follow-Up,Follow-Up,"Medications, Nondrug Therapies, and Radiotherapy",Subsequent Anti-Cancer Treatment,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Subsequent anti-cancer therapy information will be collected?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",252,,true,d47002f8-94fd-4fac-b0cf-281c566dc5c4
Follow-Up,Follow-Up,Laboratory Assessments,Hematology & Chemistry,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Hematology & Chemistry information will be collected?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",253,,true,c36a02c0-6470-43ac-a71d-6d546b4b85ff
Follow-Up,Follow-Up,Laboratory Assessments,Coagulation,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Coagulation collected at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",254,,true,"7e0ac4c2-17e3-4e33-8f78-eb9030961093"
Follow-Up,Follow-Up,Laboratory Assessments,Troponin,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Troponin collected at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",255,,true,"66c1da40-1906-4d9b-b063-972a98154262"
Follow-Up,Follow-Up,Laboratory Assessments,Urinalysis,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Urinalysis collected at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Urinalysis"", ""complexity"": ""low"", ""burden_score"": 2, ""burden_category"": ""low""}]}",256,,true,"25a255b9-eea9-4e5a-bccf-a46938cdaa7c"
Follow-Up,Follow-Up,Laboratory Assessments,Pregnancy Test,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Pregnancy Test Collected at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",257,,true,"93ad8b35-cd6e-4c99-ae32-41a7bdf92b7d"
Follow-Up,Follow-Up,Laboratory Assessments,HBV and HCV Test,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""HBV and HCV Test Done at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",258,,true,bc40d7f6-9583-4162-867c-4bdb9bfbdb61
Follow-Up,Follow-Up,Laboratory Assessments,HIV Test,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""HIV Test done at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",259,,true,"4b205932-d79f-4b37-818f-f2530c487bf8"
Follow-Up,Follow-Up,Laboratory Assessments,Additional Safety Tests,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Additional Safety Tests done at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",260,,true,ad0d77c7-44f8-4af4-9ebf-269114b8f22b
Follow-Up,Follow-Up,PK / ADA Assessments,Blood for PK,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""PK Sampling collected at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",261,,true,"0a3f757a-a05f-478a-b972-9dec838cc1ed"
Follow-Up,Follow-Up,PK / ADA Assessments,Blood for ADA,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""ADA Sampling collected at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}, {""q_type"": ""label"", ""q_order"": 2, ""q_title"": ""Frequency and duration of collection of ADA if positive at safety?"", ""q_values"": [{""q_type"": ""textarea"", ""q_title"": """", ""required"": true, ""q_ans_value"": """"}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",262,,true,ac42e456-2009-4c0f-9203-ca444d1a2f2d
Follow-Up,Follow-Up,Biomarker Assessments,Archival Tumor,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Archival Tumor Tests done at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",263,,true,fb7e731b-dbda-4e1e-b01c-a97929b52a2f
Follow-Up,Follow-Up,Biomarker Assessments,Newly Obtained Tumor Biopsy,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Collect at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""high"", ""assessment"": ""Biopsies"", ""complexity"": ""high"", ""burden_score"": 8, ""burden_category"": ""high""}]}",264,,true,"13d973a9-a668-444c-be31-db4e0df98774"
Follow-Up,Follow-Up,Biomarker Assessments,Blood sample for ctDNA/cfDNA,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Collect Samples for ctDNA/cfDNA at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",265,,true,a191bbce-9de0-4df3-88aa-25cdb4dfc5b5
Follow-Up,Follow-Up,Biomarker Assessments,Blood sample for WES/WGS control,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Collect Samples for WES/WGS at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",266,,true,"29af9a88-8c92-4902-bf38-60d9e09a48ef"
Follow-Up,Follow-Up,Biomarker Assessments,Pharmacogenetics (Inherited Genetic Analysis) Sample,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Pharmacogenetics (Inherited Genetc Analysis)sample at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Blood Tests"", ""complexity"": ""low"", ""burden_score"": 3, ""burden_category"": ""low""}]}",267,,true,d90c8f04-3998-4779-8bb0-99704dacd236
Follow-Up,Follow-Up,Biomarker Assessments,Blood for biomarker analysis,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Collect at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",268,,true,"2b49be47-7e52-428f-9866-aebe1f8fbd4e"
Follow-Up,Follow-Up,Biomarker Assessments,Other biomarker analysis,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Any other biomarker samples besides tumor or blood samples at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",269,,true,dfd7dddf-1404-4ef3-b5d3-23e19d301d1c
Follow-Up,Follow-Up,Efficacy Assessments,Radiographic Tumor Assessment,"{""questions"": [{""inline"": false, ""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Radiographic Tumor Assessment at Follow Up?"", ""q_values"": [{""value"": ""Per Protocol Schedule""}, {""value"": ""Every Weeks"", ""q_type"": ""number"", ""prefix_values"": [""Every""], ""suffix_values"": [""Weeks""]}, {""value"": ""Every Months"", ""q_type"": ""number"", ""prefix_values"": [""Every""], ""suffix_values"": [""Months""]}, {""value"": ""Until Confirmed PD"", ""additional_input"": [{""q_type"": ""radio"", ""q_title"": """", ""q_values"": [{""value"": ""Investigator""}, {""value"": ""BICR""}], ""required"": true}]}], ""required"": true, ""q_selected"": ""Per Protocol Schedule"", ""q_sub_title"": ""Continue scans: ""}]}",270,,false,"5a9bea1d-5ad3-4d26-b097-0549e8344a19"
Follow-Up,Follow-Up,Efficacy Assessments,CT/MRI of Brain,"{""questions"": [{""inline"": false, ""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""CT/MRI of Brain at Follow Up?"", ""q_values"": [{""value"": ""Per Protocol Schedule""}, {""value"": ""Every Weeks"", ""q_type"": ""number"", ""prefix_values"": [""Every""], ""suffix_values"": [""Weeks""]}, {""value"": ""Every Months"", ""q_type"": ""number"", ""prefix_values"": [""Every""], ""suffix_values"": [""Months""]}, {""value"": ""Until Confirmed PD"", ""additional_input"": [{""q_type"": ""radio"", ""q_title"": """", ""q_values"": [{""value"": ""Investigator""}, {""value"": ""BICR""}], ""required"": true}]}], ""required"": true, ""q_selected"": ""Per Protocol Schedule"", ""q_sub_title"": ""Continue scans: ""}], ""assessment_complexity_map"": [{""cost"": ""high"", ""assessment"": ""MRI Scans"", ""complexity"": ""high"", ""burden_score"": 6, ""burden_category"": ""medium""}]}",271,,false,"4d3eaef4-8ae7-4a8c-878c-b496c68fbd6d"
Follow-Up,Follow-Up,Efficacy Assessments,Survival FU,"{""questions"": [{""inline"": false, ""q_type"": ""radio"", ""q_order"": 1, ""q_title"": ""Timing for Follow-Up: "", ""q_values"": [{""value"": ""At least every Weeks"", ""q_type"": ""number"", ""q_order"": 1, ""prefix_values"": [""At least every"", ""Window""], ""suffix_values"": [""Weeks"", """"]}, {""value"": ""At least every Months"", ""q_type"": ""number"", ""q_order"": 2, ""prefix_values"": [""At least every"", ""Window""], ""suffix_values"": [""Months"", """"]}], ""required"": true, ""q_selected"": ""At least every Months"", ""q_ans_value"": [3, 7], ""q_sub_title"": ""Continue scans: ""}]}",272,,false,"657b800d-3911-4f42-ac89-4c75fd70cb59"
Follow-Up,Follow-Up,HEOR Assessments,EQ-5D-5L EORTC QLQ-C30,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Timepoints for collection for Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}], ""assessment_complexity_map"": [{""cost"": ""low"", ""assessment"": ""Questionnaires/Surveys"", ""complexity"": ""low"", ""burden_score"": 1, ""burden_category"": ""low""}]}",273,,true,ef697790-7950-4c2e-a9cd-e0c85e70c620
Follow-Up,Follow-Up,HEOR Assessments,Healthcare Resource Utilization,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Will Healthcare Resource Utilization be performed?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",274,,true,fdde1955-b5cd-40e2-9a4b-9cdcaabcfcc6
Follow-Up,Follow-Up,Trial Interventions,Trial Intervention,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Administered at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",275,,true,"50d7f77f-f04b-43a2-b30c-8e923571d6e2"
Follow-Up,Follow-Up,Trial Interventions,Comparator/Combination Partner,"{""questions"": [{""q_type"": ""checkbox"", ""q_order"": 1, ""q_title"": ""Administered at Follow Up?"", ""q_values"": [{""value"": ""XD-FU"", ""q_selected"": false}, {""value"": ""LTSFU"", ""q_selected"": false}], ""required"": true}]}",276,,true,"3e3ae475-490b-42e8-997d-41926a6aec36"
